,Alcaldia,Colonia,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Cocina_equip,Gimnasio,Amueblado,Alberca,Terraza,Elevador,m2_construido,Baños,Recamaras,Lugares_estac,Precio_m2,Cluster Labels,Conglomerados,NivelSocioEconomico
477,Cuahtemoc,San Rafael,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,1,106,2,2,0,4480,1,MedioAlto,Medio
478,Benito Juárez,Tokio Portales,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,0,0,70,2,2,1,3148,1,MedioAlto,Medio
479,Milpa alta,Emiliano Zapata,2.799420544,3.813899498,51.22951437,23.45615717,30.32311029,8.532997867,6.465903091,0.227029432,13.05936402,63.96923938,1,1,0,1,1,1,68,1,1,1,3740,1,MedioAlto,Medio
480,Tlahuac,Villa centroamericana ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,110,2,3,1,1200,2,MedioBajo,Medio
481,Gustavo A. Madero,Lindavista Norte,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,1,0,60,1,2,1,699.3,2,MedioBajo,Medio
482,Coyoacan,Miguel Ángel de Quevedo Atlántida,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,1,70,1,2,2,2995.044,1,MedioAlto,Medio
483,Gustavo A. Madero,Guadalupe Proletaria,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,70,1,2,1,629.721,2,MedioBajo,Medio
484,Iztacalco,Iztacalco,1.131622927,4.465611975,41.42211791,16.97443716,26.9715019,2.917394265,0.073497157,0.051385442,7.678413919,39.09502462,1,0,0,0,0,0,73,1,2,0,1350,2,MedioBajo,Medio
485,Xochimilco,Santa María Tepepan,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,0,0,98,2,3,1,3627.173,1,MedioAlto,Medio
486,Alvaro Obregon,Jardines del Pedregal,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,167,2,2,2,11900,3,AltoBajo,Alto
487,Iztapalapa,Eusebio Guajardo,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,1,64,1,2,1,1360,2,MedioBajo,Medio
488,Alvaro Obregon,San Angel,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,136,4,3,2,7990,1,MedioAlto,Medio
489,Tlahuac,La turba ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,50,1,2,1,1106.1,2,MedioBajo,Medio
490,Coyoacan,Ciudad Jardín,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,1,1,1,55,1,2,1,2700,1,MedioAlto,Medio
491,Coyoacan,Pedregal de Santo Domingo,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,1,72,2,3,1,1822.925,2,MedioBajo,Medio
492,La Magdalena Contreras,San Jerónimo Líndice,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,1,1,1,313,3,5,2,10800,3,AltoBajo,Alto
493,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,0,140,2,2,2,12768,3,AltoBajo,Alto
494,Tlahuac,Miguel Hidalgo ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,59,1,2,1,1250,2,MedioBajo,Medio
495,Coyoacan,San Diego Churubusco,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,1,54,1,2,1,2760,1,MedioAlto,Medio
496,Alvaro Obregon,Florida,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,0,229,3.5,3,3,10500,3,AltoBajo,Alto
497,Tlahuac,La draga,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,52,1,2,0,800,2,MedioBajo,Medio
498,Tlahuac,Santa Ana Poniente,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,44,1,2,1,613.06,2,MedioBajo,Medio
499,Gustavo A. Madero,San Bartolo Atepehucan,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,1,1,200,2,3,1,737.418,2,MedioBajo,Medio
500,Cuajimalpa,Santa Fe,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,0,0,0,1,1,320,3,3,3,23000,0,AltoAlto,Alto
501,Tlahuac,La draga,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,60,1,2,0,760,2,MedioBajo,Medio
502,Coyoacan,Barrio La Concepción,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,0,102,2,3,1,5495,1,MedioAlto,Medio
503,Alvaro Obregon,San Angel,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,0,250,3,2,2,7150,1,MedioAlto,Medio
504,Tlahuac,Santa Ana,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,55,1,2,1,5790,1,MedioAlto,Medio
505,Xochimilco,Tepepan,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,1,1,172,2,3,2,6400,1,MedioAlto,Medio
506,Gustavo A. Madero,Santa Rosa,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,47,1,2,1,1390,2,MedioBajo,Medio
507,Iztapalapa,Tepalcates,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,0,1,1,67,2,3,1,1747.503,2,MedioBajo,Medio
508,Gustavo A. Madero,La Purísima Ticomán,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,70,2.5,3,1,451.777,2,MedioBajo,Medio
509,Alvaro Obregon,Santa Fe ,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,124,2,2,2,6200,1,MedioAlto,Medio
510,Cuahtemoc,Roma,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,1,65,1,1,1,6000,1,MedioAlto,Medio
511,Tlalpan,Fuentes de Tepepan,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,93,2,2,2,2975,1,MedioAlto,Medio
512,Iztapalapa,Citlalli,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,51,1,2,1,860,2,MedioBajo,Medio
513,Coyoacan,Pedregal de Carrasco,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,1,0,1,1,1,75,2,2,1,3140,1,MedioAlto,Medio
514,Iztapalapa,Calzada Ermita,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,49,1,2,1,1280,2,MedioBajo,Medio
515,Benito Juárez,Zacahuitzco,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,1,121,2,2,1,3786.8,1,MedioAlto,Medio
516,Milpa alta,Villa Milpa Alta,2.799420544,3.813899498,51.22951437,23.45615717,30.32311029,8.532997867,6.465903091,0.227029432,13.05936402,63.96923938,0,0,0,0,0,0,50,1,2,1,750,2,MedioBajo,Medio
517,Milpa alta,Consejo Agrarista ,2.799420544,3.813899498,51.22951437,23.45615717,30.32311029,8.532997867,6.465903091,0.227029432,13.05936402,63.96923938,0,0,0,0,0,0,80,1,2,1,284.426,2,MedioBajo,Medio
518,Coyoacan,Pedregal de Carrasco,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,1,0,1,1,1,86,2,2,2,4200,1,MedioAlto,Medio
519,Tlalpan,Lomas del Pedregal,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,217,4,3,4,12200,3,AltoBajo,Alto
520,Miguel Hidalgo,Ampliación Granada,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,1,0,1,1,1,167,2,3,2,14175,3,AltoBajo,Alto
521,Xochimilco,San Lorenzo La Cebada,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,1,1,34,1,1,1,1387,2,MedioBajo,Medio
522,Iztapalapa,Lomas Estrella,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,50,1,2,1,1400,2,MedioBajo,Medio
523,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,0,219,2,2,2,16900,3,AltoBajo,Alto
524,Alvaro Obregon,Los alpes,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,76,2,2,2,5310,1,MedioAlto,Medio
525,Cuahtemoc,Roma Norte,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,0,92,2,2,2,5452.85,1,MedioAlto,Medio
526,La Magdalena Contreras,San Jerónimo Líndice,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,0,1,1,270,3,4,3,6000,1,MedioAlto,Medio
527,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,97,2,3,2,8524,1,MedioAlto,Medio
528,Azcapotzalco,San Miguel Amantla,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,1,0,0,1,1,68,2,2,1,1840,2,MedioBajo,Medio
529,Coyoacan,El Mirador,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,1,0,0,0,1,65,2,2,1,2600,1,MedioAlto,Medio
530,Iztapalapa,Política,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,55,1,2,1,665,2,MedioBajo,Medio
531,Azcapotzalco,Tlatilco,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,1,1,44,1,2,1,1750,2,MedioBajo,Medio
532,Tlahuac,Miguel Hidalgo,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,50,2,1,1,785,2,MedioBajo,Medio
533,Cuahtemoc,Roma Norte ,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,1,100,2,2,2,5900,1,MedioAlto,Medio
534,Venustiano Carranza,Zona Centro,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,60,1,2,0,750,2,MedioBajo,Medio
535,Tlahuac,Santa Ana Poniente,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,50,1,2,1,1350,2,MedioBajo,Medio
536,Iztapalapa,Juan Escutia,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,1,0,0,0,107,2,3,1,1900,2,MedioBajo,Medio
537,Azcapotzalco,Del recreo ,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,0,60,1,2,1,1950,2,MedioBajo,Medio
538,Gustavo A. Madero,Gustavo A. Madero,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,59,1,2,1,993.31,2,MedioBajo,Medio
539,Tlahuac,Los olivos,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,42,1,2,1,1054,2,MedioBajo,Medio
540,La Magdalena Contreras,San Jerónimo Líndice,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,0,1,1,135,2,3,1,4300,1,MedioAlto,Medio
541,Tlahuac,Villa centroamericana ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,40,1,2,0,757.84,2,MedioBajo,Medio
542,Venustiano Carranza,Nicolás Bravo,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,1,74,2,2,0,422.826,2,MedioBajo,Medio
543,Gustavo A. Madero,Vasco de Quiroga,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,1,0,60,1,2,0,980,2,MedioBajo,Medio
544,Xochimilco,Esmeralda,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,1,1,90,2,2,1,3286.952,1,MedioAlto,Medio
545,Cuajimalpa,Santa Fe,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,1,0,1,1,1,150,2,2,2,9000,3,AltoBajo,Alto
546,Azcapotzalco,Los reyes,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,1,85,2,3,1,2802.5,1,MedioAlto,Medio
547,Tlahuac,Villa Centroamericana,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,48,1,2,1,1090.9,2,MedioBajo,Medio
548,Tlahuac,La draga,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,46,1,2,1,860,2,MedioBajo,Medio
549,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,1,185,3,2,2,15000,3,AltoBajo,Alto
550,Iztapalapa,San Juan Estrella,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,60,1,3,1,1050,2,MedioBajo,Medio
551,Alvaro Obregon,San Angel,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,135,2,3,3,5550,1,MedioAlto,Medio
552,Alvaro Obregon,San Angel,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,160,2,2,2,9040.5,3,AltoBajo,Alto
553,Cuajimalpa,Lomas de Vista Hermosa,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,1,0,1,1,1,467,3.5,3,4,22990,0,AltoAlto,Alto
554,Cuajimalpa,Cuajimalpa,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,1,0,1,1,1,248,3,3,3,13250,3,AltoBajo,Alto
555,Iztacalco,Santa Anita,1.131622927,4.465611975,41.42211791,16.97443716,26.9715019,2.917394265,0.073497157,0.051385442,7.678413919,39.09502462,1,0,0,0,0,0,57,1,2,1,543.2,2,MedioBajo,Medio
556,Coyoacan,Pueblo de los Reyes,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,1,0,0,1,1,54,1,2,2,2817,1,MedioAlto,Medio
557,Alvaro Obregon,Atlamaya,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,137,3,3,2,8150,1,MedioAlto,Medio
558,Gustavo A. Madero,Vasco de Quiroga,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,60,1,2,0,850,2,MedioBajo,Medio
559,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,1,0,0,1,1,155,2,3,2,11750,3,AltoBajo,Alto
560,Tlahuac,Miguel Hidalgo,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,52,1,2,1,1195,2,MedioBajo,Medio
561,Gustavo A. Madero,Santiago Atepetlac,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,59,1,2,1,771,2,MedioBajo,Medio
562,Azcapotzalco,San Pedro Xalpa,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,1,0,0,0,1,66,2,2,1,2349.569,2,MedioBajo,Medio
563,Coyoacan,Insurgentes Cuicuilco,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,1,206,2,2,2,5800,1,MedioAlto,Medio
564,Tlalpan,Miguel Hidalgo,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,0,71,2,2,2,2650,1,MedioAlto,Medio
565,Tlahuac,Santa Ana Poniente,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,48,1,2,1,1160,2,MedioBajo,Medio
566,Miguel Hidalgo,Ampliación Granada,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,1,0,1,1,1,240,4,3,3,17500,3,AltoBajo,Alto
567,Miguel Hidalgo,Bosque de las Lomas,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,1,0,1,1,1,192,2,3,4,13300,3,AltoBajo,Alto
568,Tlalpan,Fuentes de Tepepan,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,126,3,3,2,4000,1,MedioAlto,Medio
569,Coyoacan,Culhuacán,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,0,52,1,2,0,1080,2,MedioBajo,Medio
570,Xochimilco,Santa María Nativitas,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,1,1,70,2,2,1,2550,1,MedioAlto,Medio
571,Cuajimalpa,Bosques de las Lomas,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,1,0,1,1,1,257,3,3,2,11700,3,AltoBajo,Alto
572,Iztapalapa,Calzada Ermita,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,49,1,2,1,1280,2,MedioBajo,Medio
573,Milpa alta,San Pablo Ozotorepec,2.799420544,3.813899498,51.22951437,23.45615717,30.32311029,8.532997867,6.465903091,0.227029432,13.05936402,63.96923938,0,0,0,0,0,0,53,1,3,0,245,2,MedioBajo,Medio
574,Alvaro Obregon,Canoa Progreso Tizapan,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,0,1,192,4,3,2,12300,3,AltoBajo,Alto
575,Gustavo A. Madero,El Coyol,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,80,2,3,1,906.68,2,MedioBajo,Medio
576,Gustavo A. Madero,Lindavista Norte,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,115,1,2,1,847.347,2,MedioBajo,Medio
577,Tlalpan,Fuentes del pedregal,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,193,3,3,2,7099.99,1,MedioAlto,Medio
578,Iztapalapa,Juan Escutia,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,81,1,2,1,1705.409,2,MedioBajo,Medio
579,La Magdalena Contreras,San Jerónimo Líndice,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,0,1,1,150,2,3,2,3900,1,MedioAlto,Medio
580,Iztapalapa,Lomas Estrella,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,81,1,3,1,2001,2,MedioBajo,Medio
581,Alvaro Obregon,Rincon de la bolsa,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,197,3.5,3,2,11312.978,3,AltoBajo,Alto
582,Benito Juárez,Portales,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,0,93,2,2,1,3200,1,MedioAlto,Medio
583,Iztapalapa,Santa Martha Acatitla,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,42,1,2,1,431.2,2,MedioBajo,Medio
584,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,1,204,2,2,2,22500,0,AltoAlto,Alto
585,Tlahuac,Santiago Zapotitlan,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,53,1,2,1,780,2,MedioBajo,Medio
586,Benito Juárez,Santa Cruz Atoyac,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,1,63,2,2,1,2985,1,MedioAlto,Medio
587,Azcapotzalco,Tecpan 4,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,1,83,2,2,2,1980,2,MedioBajo,Medio
588,Coyoacan,San Diego Churubusco,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,1,60,2,2,2,2686,1,MedioAlto,Medio
589,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,51,1,1,1,4472,1,MedioAlto,Medio
590,Tlahuac,Miguel Hidalgo ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,60,2,2,1,1690,2,MedioBajo,Medio
591,Coyoacan,Coapa,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,1,0,1,1,1,88,2,2,2,3800,1,MedioAlto,Medio
592,Venustiano Carranza,Magdalena Mixiuhca,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,41,1,2,0,890,2,MedioBajo,Medio
593,Alvaro Obregon,Los alpes,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,79,1.5,1,2,4654.946,1,MedioAlto,Medio
594,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,209,3,3,3,12900,3,AltoBajo,Alto
595,Xochimilco,San Lorenzo,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,1,1,87,2,3,2,2600,1,MedioAlto,Medio
